Produto Original,Total Unidades,Frequencia,Termo de Busca
Xantinon 100mg + 20mg com 10 comprimidos,298.0,12,Xantinon Com
"Clopin 75mg, caixa contendo 30 comprimidos revestidos",298.0,14,Clopin Caixa Contendo Revestidos
"Suprelle 1mg + 0,5mg, caixa com 84 comprimidos revestidos﻿",298.0,12,Suprelle 0
"Xantinon 100mg + 20mg, caixa com 30 comprimidos revestidos",298.0,14,Xantinon
Fostair Spray100 6mcg com 120 Doses,298.0,13,Fostair Spray100 Com 120 Doses
"Luftal 40mg, caixa com 20 comprimidos",298.0,13,Luftal
Prebictal 50Mg 30Cpr,298.0,15,Prebictal 30Cpr
"Stanglit 30Mg, Caixa Com 30 Comprimidos",298.0,12,Stanglit
ZZ Oleo Mineral Naturol Farmax Frasco Com 100Ml De Oleo De Uso Dermatologico,298.0,12,Zz Oleo Mineral Naturol Farmax
Maleato de Enalapril 5mg Teuto 30 Comprimidos,298.0,13,Maleato De Enalapril Teuto
Zyad Diario 5mg 30 comprimidos,298.0,14,Zyad Diario
"Olmetec 20mg, caixa com 30 comprimidos revestidos",298.0,15,Olmetec
"Acetilcisteina Ems 20Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope De Uso Pediatrico + Copo Medidor",298.0,14,Acetilcisteina Ems Ml
Motix caixa com 50 comprimidos sublinguais,298.0,14,Motix
Suc Desvenlafaxina 50Mg 30Cpr Med,298.0,14,Suc Desvenlafaxina 30Cpr Med
"Carvedilol  6,25Mg 30Cp Med",298.0,12,Carvedilol 6 30Cp Med
Magnesia Bisurada 40 Pastilhas,298.0,13,Magnesia Bisurada 40 Pastilhas
Cloridrato de Verapamil 120mg com 20 Comprimidos,297.0,14,Cloridrato De Verapamil Com
Lamitor Cd 50 mg 30 comprimidos sus,297.0,13,Lamitor Cd Sus
"Florax SM 100 milhões/mL, caixa com 5 flaconetes com 5mL de suspensão de uso oral",297.0,15,Florax Sm 100 Milhões Ml
Cetoconazol 20mg g Neo Química Creme com 30g,297.0,14,Cetoconazol G Neo Química Creme Com
Triplenex Solução Oftalmica Estéril 5mL Allergan,297.0,14,Triplenex Solução Oftalmica Estéril Allergan
"Predsim Solução Oral 3mg/mL, caixa com 1 frasco com 60mL de solução de uso oral + dosador",297.0,13,Predsim Solução Oral Ml
"Citoneurin 100Mg Ml + 100Mg Ml + 5000Mcg Ml, Caixa Com 3 Ampolas Com 1Ml De Solucao De Uso Intramuscular + 3 Ampolas Com 1Ml De Diluente",297.0,14,Citoneurin Ml Ml Ml
"Celergin 0,25 mg + 2 mg 20 comprimidos",297.0,14,Celergin 0
"Novalgina Supositório 300mg, caixa com 5 supositórios infantil",297.0,12,Novalgina Supositório
"Cebion 1g, caixa com 30 comprimidos efervescentes, sabor laranja",297.0,14,Cebion
"@ Regencel Pom Oft 3,5Gr",297.0,13,Regencel Pom Oft 3 R
Otomixyn 5ml Frasco Gotejador 15ml,297.0,13,Otomixyn Frasco Gotejador
"Euthyrox 88mcg, caixa com 50 comprimidos",297.0,12,Euthyrox
"Rinosoro Jet 0,9  Solução Nasal 100mL",297.0,13,Rinosoro Jet 0 9 Solução Nasal
Spray para Garganta Sanilin Sabor Menta 50mL,297.0,13,Spray Para Garganta Sanilin Sabor Menta
"Venocel 100Mg, Caixa Com 60 Capsulas Gelatinosas",297.0,14,Venocel
"Succinato De Metoprolol Medley100Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",297.0,13,Succinato De Metoprolol Medley
"Alivium 100mg/mL, caixa com 1 frasco gotejador com 20mL de suspensão de uso oral",297.0,14,Alivium Ml
"Adorlan 50mg + 50mg, caixa com 20 comprimidos",297.0,13,Adorlan
"Pedialyte Max frasco com 500mL de solução de uso oral, sabor maçã",297.0,14,Pedialyte Max
Luvox 50mg 30 Comprimidos Revestidos,296.0,14,Luvox Revestidos
"Rubia 0,075Mg, Caixa Com 28 Comprimidos Revestidos",296.0,12,Rubia 0
"Novacort 20mg + 0,64mg + 2,5mg Creme",296.0,13,Novacort 0 2 Creme
@ Levofloxacino 500Mg 7Cp Eur,296.0,13,Levofloxacino 7Cp Eur
"Salicetil 100mg, blíster com 10 comprimidos",296.0,15,Salicetil Blíster Com
Sany D Gotas Sabor Maçã Verde 10ml,296.0,13,Sany D Gotas Sabor Maçã Verde
Guttalax Gotas 30 Ml,296.0,12,Guttalax Gotas
"Mucosolvan 3mg/mL, caixa com 1 frasco com 120mL de xarope de uso pediátrico",296.0,12,Mucosolvan Ml
Atenolol 25mg 30 comprimidos Aché Biosintética Genérico,296.0,14,Atenolol Aché Biosintética Genérico
"Decongex Plus 0,4mg/mL + 1mg/mL, caixa com 1 frasco com 120mL de xarope + copo medidor",296.0,13,Decongex Plus 0 Ml Ml
"Rosuvastatina Calcica Nova Quimica 20Mg, Caixa Com 30 Comprimidos Revestidos",296.0,13,Rosuvastatina Calcica Nova Quimica
Razapina ODT 15mg caixa com 28 comprimidos orodispersíveis,296.0,13,Razapina Odt
"Besilato de Anlodipino Vitamedic 10mg, caixa com 30 comprimidos",296.0,13,Besilato De Anlodipino Vitamedic
"Supositório de Glicerina Granado Pharmacias caixa com 12 supositórios, uso lactantes",296.0,13,Supositório De Glicerina Granado Pharmacias
"Naramig Cloridrato de Naratriptana 2,5mg 4 comprimidos",296.0,14,Naramig Cloridrato De Naratriptana 2
Busonid 200mcg Refil 60 Cápsulas Biosintética,296.0,13,Busonid Refil Biosintética
Mirtazapina 30mg 30 comprimidos Med,296.0,17,Mirtazapina Med
"Trimusk 125Mg + 50Mg + 300Mg + 30Mg, Caixa Com 15 Comprimidos",296.0,12,Trimusk
"Florax Sm 50 Milhoes Ml, Caixa Com 5 Flaconetes Com 5Ml De Suspensao De Uso Oral",296.0,13,Florax Sm 50 Milhoes Ml
"Decongex Plus 12Mg + 15Mg, Blister Com 4 Comprimidos Revestidos De Liberacao Prolongada",296.0,15,Decongex Plus Blister Com Revestidos De Liberacao Prolongada
"Buscoplex Composto 6,67mg/mL + 333,4mg/mL, caixa com 1 frasco gotejador com 20mL de solução de uso oral",296.0,14,Buscoplex Composto 6 Ml 333 Ml
"Euthyrox 137Mcg, Caixa Com 50 Comprimidos",296.0,12,Euthyrox
"Emistin 1mg + 0,5mg 20g Creme",295.0,14,Emistin 0 Creme
"Cloridrato De Nebivolol Biolab Genericos 5Mg, Caixa Com 30 Comprimidos",295.0,12,Cloridrato De Nebivolol Biolab Genericos
Dprev 50.000ui 8 Comprimidos Revestidos,295.0,13,Dprev 50 000Ui Revestidos
"Cloridrato de Ticlopidina Medley 250mg, caixa com 30 comprimidos revestidos",295.0,13,Cloridrato De Ticlopidina Medley
Coglive 8 mg cap dura lib prol ct fr plas opc x 30,295.0,12,Coglive Cap Dura Lib Prol Ct Fr Plas Opc X 30
Óleo Mineral ADV Farma frasco com 100mL de óleo de uso dermatológico ou oral,295.0,14,Óleo Mineral Adv Farma
"Atenolol + Clortalidona Legrand 100mg + 25mg, caixa com 30 comprimidos",295.0,14,Atenolol Clortalidona Legrand
Etira 500Mg Com 30 Comprimidos Revestidos,295.0,13,Etira Com Revestidos
"Vitacid Tretinoína 0,25mg g Gel 25g",295.0,13,Vitacid Tretinoína 0 G Gel
Carvedilol  25Mg 30Cpr  Leg,295.0,13,Carvedilol 30Cpr Leg
Cimetidina 200 Mg 20 Comprimidos Teu,295.0,14,Cimetidina Teu
Cloridrato de Nortriptilina 50mg Ranbaxy 30 Cápsulas Gelatinosas Duras,295.0,12,Cloridrato De Nortriptilina Ranbaxy Gelatinosas Duras
"Cloridrato De Naratriptana Nova Quimica 2,5Mg, Caixa Com 4 Comprimidos Revestidos",295.0,15,Cloridrato De Naratriptana Nova Quimica 2
Advil Mulher 400Mg Com 2 Comprimidos,295.0,13,Advil Mulher Com
"Vitanol-A 0,5mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",295.0,13,Vitanol A 0 G
"Cloridrato de Ciclobenzaprina Eurofarma 10mg, caixa com 15 comprimidos revestidos",295.0,13,Cloridrato De Ciclobenzaprina Eurofarma
"Ezetimiba + Sinvastatina Ems 10Mg + 30Mg, Caixa Com 30 Comprimidos",295.0,12,Ezetimiba Sinvastatina Ems
"Propionato de Clobetasol Neo Química 0,50mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",295.0,12,Propionato De Clobetasol Neo Química 0 G
Luvox 100mg 30 Comprimidos Revestidos,295.0,14,Luvox Revestidos
Isossorbida 20mg 30 Comprimidos Biolab,295.0,12,Isossorbida Biolab
Lacday 10.000U.Fcc 8 Comprimidos Mastigáveis,295.0,13,Lacday 10 000U Fcc Mastigáveis
"Xyloproct 50mg g + 2,2mg g + 180mg g + 35mg g bisnaga com 25g + 10 Aplicadores",295.0,12,Xyloproct G 2 G G G Bisnaga Com 10 Aplicadores
"Losartana 50mg + Hidroclorotiazida 12,5mg Comprimidos",294.0,13,Losartana Hidroclorotiazida 12 Comprimidos
"Toragesic 10Mg, Caixa Com 20 Comprimidos Sublinguais",294.0,12,Toragesic
"Cloridrato De Tansulosina Ems 0,4Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",294.0,12,Cloridrato De Tansulosina Ems 0
"Babydrax 1,5g + 2,9g + 3,5g + 20g, sachê com 27,9g de pó para solução de uso oral",294.0,12,Babydrax 1 2 3 Sachê Com 27 De Pó Para Solução De
Complexo Senna Almeida Prado 46 60 comprimidos,294.0,13,Complexo Senna Almeida Prado 46
Flexive CDM 350mg g Creme Dermatológico 50g,294.0,12,Flexive Cdm G Creme Dermatológico
"Miorrelax 300mg + 50mg + 35mg, caixa com 30 comprimidos",294.0,14,Miorrelax
"Hidroclorotiazida Neo Química 25mg, caixa com 30 comprimidos",294.0,12,Hidroclorotiazida Neo Química
Meritor 4 1000mg Aché 30 Comprimidos,294.0,12,Meritor 4 Aché
"Resfenol 40mg/mL + 0,6mg/mL + 0,6mg/mL, caixa com 1 frasco com 100mL de solução de uso oral",294.0,13,Resfenol Ml 0 Ml 0 Ml
Bicarbonato de Sódio Farmax caixa com 80g de pó para solução de uso oral,294.0,13,Bicarbonato De Sódio Farmax
"Naprix 2,5mg, caixa com 30 comprimidos",294.0,13,Naprix 2
"Peg-Lax 8,5g Pó Para Solução Oral Sem Sabor 14 Envelopes",294.0,14,Peg Lax 8 Pó Para Solução Oral Sem Sabor
"Kaloba 825Mg Ml, Caixa Com 1 Frasco Com 50Ml De Solucao De Uso Oral",294.0,12,Kaloba Ml
Olanzapina 5mg Genérico Geolab 30 Comprimidos,294.0,15,Olanzapina Genérico Geolab
Ecasil Ácido Acetilsalicílico 81mg 90 comprimidos,294.0,14,Ecasil Ácido Acetilsalicílico
Creme Dermatológico Emla 25mg 1 bisnaga com 5g + 2 bandagens oclusivas,293.0,12,Creme Dermatológico Emla 1 Bisnaga Com 2 Bandagens Oclusivas
"Vasopril Plus 20mg + 12,5mg 30 comprimidos",293.0,15,Vasopril Plus 12
"Floratil AT 250mg/1,25g, caixa com 10 envelopes com 1,25g de pó para solução de uso oral",293.0,13,Floratil At 1
"Lamisilate 10mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",293.0,12,Lamisilate G
Eliquis 5mg 60 comprimidos,293.0,14,Eliquis
"Bravan Hct 80Mg + 12,5Mg, Caixa Com 30 Comprimidos Revestidos",293.0,12,Bravan Hct 12
"Diad 0,75mg, caixa com 2 comprimidos",293.0,12,Diad 0
Consoni Melatonina 210mcg Kester 30ml,293.0,13,Consoni Melatonina Kester
Gerovital caixa com 60 cápsulas gelatinosas moles,293.0,13,Gerovital
Eudok 20Mg 30 Comprimidos,293.0,12,Eudok
"Fenofibrato EMS Sigma Pharma 200mg, caixa com 30 cápsulas gelatinosas duras",293.0,12,Fenofibrato Ems Sigma Pharma
Neosaldina Dip 1Gr Com 10 Comprimidos,293.0,13,Neosaldina Dip R Com
"Sinvastamed 20mg, caixa com 30 comprimidos revestidos",293.0,12,Sinvastamed
"Air Salonpas 30mg/mL + 38,5mg/mL + 38,5mg/mL + 19mg/mL, tubo aerossol com 80mL de solução para uso dermatológico",293.0,12,Air Salonpas Ml 38 Ml 38 Ml Ml Tubo Aerossol Com De Solução Para Uso Dermatológico
"Pant 50mg/mL, caixa contendo 1 frasco com 50mL de solução de uso capilar + 1 válvula spray",293.0,14,Pant Ml Caixa Contendo 1
Oxalato De Escitalopram 20mg Legrand 30 Comprimidos,293.0,15,Oxalato De Escitalopram Legrand
"ZZ Mix De Fibras Fibernorm Sache, 5G, 10 Unidades",293.0,12,Zz Mix De Fibras Fibernorm Sache
Regenesis 30 Capsulas,293.0,12,Regenesis
Algi Articular 30 Comprimidos,292.0,12,Algi Articular
"Mix de Fibras Fibernorm Lata, 225g",292.0,14,Mix De Fibras Fibernorm Lata
"Desloratadina Eurofarma 0,5Mg Ml, Caixa Com 1 Frasco Com 60Ml De Xarope + Seringa Dosadora + Adaptador",292.0,13,Desloratadina Eurofarma 0 Ml
Risperidona 2mg União Química 30 Comprimidos Revestidos,292.0,13,Risperidona União Química Revestidos
Isotretinoina 20Mg 30Cap Nq,292.0,12,Isotretinoina 30Cap Nq
"Colchis 0,5mg, caixa com 20 comprimidos",292.0,14,Colchis 0
Benzoilmetronidazol 40mg ml EMS Suspensão Oral 120ml,292.0,12,Benzoilmetronidazol Ml Ems Suspensão Oral
"Cremefenergan 20mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",292.0,13,Cremefenergan G
"Sinvastatina Pharlab 10mg, caixa com 30 comprimidos revestidos",292.0,14,Sinvastatina Pharlab
Sintocalmy 300mg 40 Comprimidos Revestidos,292.0,14,Sintocalmy Revestidos
"Carvedilol Biosintética - Aché 3,125mg, caixa com 30 comprimidos",292.0,14,Carvedilol Biosintética Aché 3
Zinco 60 Comprimidos Kester,292.0,13,Zinco Kester
Atorvastatina Cálcica 40mg Eurofarma com 30 Comprimidos,292.0,14,Atorvastatina Cálcica Eurofarma Com
"Tamisa 15 0,060Mg + 0,015Mg, Caixa Com 28 Comprimidos Revestidos",292.0,13,Tamisa 15 0 0
Haldol 5mg caixa com 20 comprimidos,292.0,12,Haldol
"Adinos Gen 0,5Mg G+1,00Mg G Gel 30Gr",292.0,12,Adinos Gen 0 G 1 G Gel R
Ablok 50mg 30 comprimidos,292.0,15,Ablok
Acetato de Prednisolona 10mg mL Suspensão Oftálmica 5mL Geolab Genérico,292.0,16,Acetato De Prednisolona Ml Suspensão Oftálmica Geolab Genérico
Cloridrato de Bupropiona 150mg 30 Comprimidos Revestidos - Nova Química,292.0,13,Cloridrato De Bupropiona Revestidos Nova Química
"Lavitan 5G guaraná e cafeína, caixa com 10 comprimidos efervescentes",292.0,13,Lavitan Guaraná E Cafeína
Amoxicilina 400mg EMS 400mg 100ml Suspensão Oral,292.0,12,Amoxicilina Ems Suspensão Oral
"Biofladex 11,6mg/g, caixa com 1 tubo aerosol com 85mL de solução de uso dermatológico",292.0,13,Biofladex 11 G
"Cimetidina Prati-Donaduzzi 200mg, caixa com 20 comprimidos revestidos",292.0,13,Cimetidina Prati Donaduzzi
"Histamin 0,4mg/mL, caixa com 1 frasco com 100mL de xarope + copo medidor",292.0,13,Histamin 0 Ml
"Levoid 112mcg, caixa contendo 30 comprimidos",292.0,12,Levoid Caixa Contendo
"Trezete 10mg + 10mg, caixa com 30 comprimidos revestidos",292.0,13,Trezete
"Cetoconazol + Dipropionato de Betametasona + Sulfato de Neomicina Medley 20mg/g + 0,5mg/g + 2,5mg/g, caixa contendo 1 bisnaga com 30g de creme de uso dermatológico",291.0,12,Cetoconazol Dipropionato De Betametasona Sulfato De Neomicina Medley G 0 G 2 G Caixa Contendo 1 Bisnaga Com De Creme De Uso Dermatológico
"Novalgina Comprimido 1g, caixa com 10 comprimidos efervescentes",291.0,13,Novalgina Comprimido
"Cloridrato de Amiodarona Medley 200mg, caixa com 30 comprimidos",291.0,12,Cloridrato De Amiodarona Medley
Acertanlo 7mg + 5mg 30 Comprimidos,291.0,12,Acertanlo
"Cilostazol Eurofarma 100Mg, Caixa Com 30 Comprimidos",291.0,14,Cilostazol Eurofarma
Cronobe Injetável 5000mcg 2 Ampolas,291.0,15,Cronobe Injetável 2 Ampolas
Prozac 20mg caixa com 30 cápsulas,291.0,15,Prozac
Complexo B Ems Caixa Com 1 Frasco Com 120Ml De Xarope,291.0,12,Complexo B Ems
Naldecon Multi 400mg + 20mg + 400mg 4 Comprimidos,291.0,12,Naldecon Multi
Óleo Mineral - Nativita Frasco com 100mL de óleo uso oral e tópico,291.0,13,Óleo Mineral Nativita
Reconter 20mg 60 Comprimidos Revestidos,291.0,13,Reconter Revestidos
"Broncho-Vaxom 7,0Mg, Caixa Com 10 Capsulas De Uso Adulto",291.0,12,Broncho Vaxom 7
"Leite De Magnésia ADV Farma 8%, frasco com 100g de solução de uso oral",291.0,12,Leite De Magnésia Adv Farma 8
"Bravan HCT Valsartana 160mg + Hidroclorotiazida 12,5mg 30 comprimidos",291.0,12,Bravan Hct Valsartana Hidroclorotiazida 12
Fitocor 60Caps,291.0,12,Fitocor 60Caps
Ponstan 500mg Pfizer 24 comprimidos,291.0,12,Ponstan Pfizer
"Unizinco Comprimido 20Mg, Caixa Com 14 Comprimidos",291.0,13,Unizinco Comprimido
"Dicloridrato De Betaistina Biosintetica 24Mg, Caixa Com 30 Comprimidos",291.0,12,Dicloridrato De Betaistina Biosintetica
"Doril 500mg + 30mg, caixa com 20 comprimidos",291.0,14,Doril
Arpadol 400mg com 60 comprimidos revestidos,291.0,12,Arpadol Com Revestidos
"Betaserc 24mg, caixa com 30 comprimidos",291.0,12,Betaserc
Trombofob Gel 40Gr,291.0,14,Trombofob Gel R
"Doril DC 500 500mg + 65mg, blister com 4 comprimidos",290.0,13,Doril Dc 500 Blister Com
Hemifumarato de Quetiapina 100mg Medley 30 Comprimidos Revestidos,290.0,12,Hemifumarato De Quetiapina Medley Revestidos
"Cetoprofeno Comprimido Eurofarma 150mg, caixa com 10 comprimidos de liberação prolongada",290.0,14,Cetoprofeno Comprimido Eurofarma
Albocresil 90mg Óvulo Vaginal 6 Unidades,290.0,13,Albocresil Óvulo Vaginal
"Cetoconazol + Dipropionato De Betametasona + Sulfato De Neomicina Eurofarma 20Mg G + 0,64Mg G + 2,5Mg G, Caixa Com 1 Bisnaga Com 30G De Pomada De Uso Dermatologico",290.0,13,Cetoconazol Dipropionato De Betametasona Sulfato De Neomicina Eurofarma G 0 G 2 G
"Pulmicort 0,5mg/mL, caixa com 5 frascos com 2mL de suspensão para nebulização",290.0,12,Pulmicort 0 Ml
Daflon 500Mg 30Cpr Rev,290.0,15,Daflon 30Cpr Rev
"Puravit Multi Tutti-Frutti, 120mL",290.0,12,Puravit Multi Tutti Frutti
Clortalidona 50mg Genérico EMS 30 comprimidos,290.0,13,Clortalidona Genérico Ems
Pastilhas Drops Vick Limão Unitária 24 unidades,290.0,12,Pastilhas Drops Vick Limão Unitária
Cloridrato de Sotalol 120mg Biosintética 30 Comprimidos,290.0,12,Cloridrato De Sotalol Biosintética
"Tamisa 20 0,075 + 0,020Mg, Caixa Com 21 Drageas",290.0,14,Tamisa 20 0 075 0
"Citalor 10mg, caixa com 30 comprimidos revestidos",290.0,13,Citalor
"Inilok 40Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Retardada",290.0,14,Inilok
Cloridrato de Venlafaxina 150mg 30 Capsulas EMS,290.0,12,Cloridrato De Venlafaxina Ems
Sedatif Pc Com 60 Comprimidos,289.0,13,Sedatif Pc Com
Valium 10mg caixa com 30 comprimidos,289.0,13,Valium
Belfaren Diclofenaco Sódico 50mg 20 Comprimidos,289.0,13,Belfaren Diclofenaco Sódico
"Busonid 64mcg/dose, caixa com 1 frasco com 6mL de suspensão de uso nasal (120 doses)﻿",289.0,13,Busonid Dose
Imunoglucan DS caixa com 30 cápsulas,289.0,12,Imunoglucan Ds
Trimbow Solução Aerosol 120Doses,289.0,13,Trimbow Solução Aerosol 120Doses
"Valsartana 80Mg Althaia, Caixa Com 30 Comprimidos Revestidos",289.0,13,Valsartana Althaia
Guaraflora Guaraná Extra Forte 30 Cápsulas,289.0,14,Guaraflora Guaraná Extra Forte
"Angiopril 10mg, caixa com 30 comprimidos",289.0,12,Angiopril
"Clilon 0,4  Solucao Oftalmica Gotas 5Ml",289.0,12,Clilon 0 4 Solucao Oftalmica Gotas
"Annita 500mg, caixa com 6 comprimidos revestidos",289.0,12,Annita
"Dutam 0,5mg + 0,4mg, caixa com 30 cápsulas duras de liberação prolongada",289.0,13,Dutam 0 0
Ritmonorm 300mg 60 Comprimidos,289.0,16,Ritmonorm
Condres Colágeno 40mg 90 Cápsulas,289.0,13,Condres Colágeno
Addera D3 30.000Ui Com 2 Capsulas,289.0,12,Addera D3 30 000Ui Com
"Noripurum Folico 100Mg + 0,35Mg, Caixa Com 30 Comprimidos Mastigaveis",289.0,12,Noripurum Folico 0
"Sal de Frutas Eno 2 envelopes com 5g de pó efervescente de uso oral, laranja",289.0,12,Sal De Frutas Eno Com De Pó Efervescente De Laranja
"Noripurum 100Mg, Caixa Com 30 Comprimidos Mastigaveis",289.0,13,Noripurum
Sinot 400mg Suspensão Oral 100ml + Seringa Dosadora,288.0,13,Sinot Suspensão Oral Seringa Dosadora
Deposteron 200mg 2ml com 3 Ampolas,288.0,12,Deposteron Com 3 Ampolas
"Clenil A 400mcg/mL, caixa com 10 flaconetes com 2mL de suspensão para nebulização",288.0,15,Clenil A Ml
Bálsamo Bengué Aerossol 10mg g + 50mg g 60g,288.0,13,Bálsamo Bengué Aerossol G G
Inseris Xr 300Mg Com 30 Comprimidos Revestidos,288.0,13,Inseris Xr Com Revestidos
Suplemento Alimentar Calde Mdk 2000 30Cpr,288.0,12,Suplemento Alimentar Calde Mdk 2000 30Cpr
Fosfato Sódico de Prednisolona 3mg ml Solução Oral 120mL,288.0,13,Fosfato Sódico De Prednisolona Ml Solução Oral
"Enterogermina Plus 4bcfu/5mL, caixa com 5 frascos com 5mL de suspensão de uso oral",288.0,13,Enterogermina Plus 4Bcfu
Spidufen 770mg 10 comprimidos,288.0,13,Spidufen
"Xultophy 100U/mL + 3,6mg/mL, caixa com 1 carpule com 3mL de solução de uso subcutâneo + 1 sistema de aplicação",288.0,13,Xultophy 100U Ml 3 Ml
Tam 250Mg Com 30 Comprimidos,288.0,12,Tam Com
"Venzer 16mg, caixa com 30 comprimidos",288.0,14,Venzer
"Budesonida Ems 64Mcg Acionamento, Caixa Com 1 Frasco Com 120 Doses De Suspensao De Uso Nasal",288.0,12,Budesonida Ems Acionamento
"Diovan Hct 160Mg + 12,5Mg, Caixa Com 28 Comprimidos Revestidos",288.0,12,Diovan Hct 12
Creme Dermatológico ABC 10mg g 20g,288.0,13,Creme Dermatológico Abc G
"Dexilant 60mg, caixa com 30 cápsulas de liberação retardada",288.0,13,Dexilant
"Sal de Frutas Eno frasco com 100g de pó efervescente de uso oral, abacaxi",288.0,12,Sal De Frutas Eno
"Albendazol Prati-Donaduzzi 400mg, caixa com 5 comprimidos mastigáveis",288.0,12,Albendazol Prati Donaduzzi
"Filinar G 5mg/mL, caixa com 1 frasco com 120mL de gel de uso oral + colher medidora",288.0,14,Filinar G Ml
"Benicar HCT 40mg + 12,5mg com 30 Comprimidos",288.0,12,Benicar Hct 12 Com
Doilamim Flex Clonixinato de Lisina 125mg + Cloridrato de Ciclobenzaprina 5mg 12comp.,288.0,13,Doilamim Flex Clonixinato De Lisina Cloridrato De Ciclobenzaprina 12Comp
Pointts Anti-Verrugas C 12 Aplicações 80Ml,288.0,13,Pointts Anti Verrugas C 12 Aplicações
Zz Rohyonol 1Mg 20Cpr  B1,288.0,12,Zz Rohyonol 20Cpr B1
"Minesse 0,06mcg + 0,015mg, caixa com 24 comprimidos revestidos",288.0,12,Minesse 0 0
"Nienza 6,25Mg Com 30 Comprimidos Revestidos",288.0,13,Nienza 6 Com Revestidos
"Cloridrato de Ciprofloxacino 3,5mg ml + Dexametasona 1mg ml Geolab Solução Oftálmica 5ml",288.0,12,Cloridrato De Ciprofloxacino 3 Ml Dexametasona Ml Geolab Solução Oftálmica
Sorine H 3  Descongestionante Spray 50mL,288.0,13,Sorine H 3 Descongestionante Spray
"Ciproterona+Etin 2+0,035Mg 21Cpr Cif",288.0,13,Ciproterona Etin 2 0 21Cpr Cif
Haldol 2mg ml Solução Oral 30ml,288.0,13,Haldol Ml Solução Oral
"Hemifumarato De Bisoprolol Merck 1,25mg, Caixa Com 30 Comprimidos Revestidos",288.0,12,Hemifumarato De Bisoprolol Merck 1
Cloridrato de Memantina 10mg 30Comprimidos Med,287.0,14,Cloridrato De Memantina Med
"Lasix 40mg, caixa com 20 comprimidos",287.0,13,Lasix
Cloridrato de Propranolol 40mg 30 Comprimidos Neo Química Genérico,287.0,15,Cloridrato De Propranolol Neo Química Genérico
Lativax Lactulose Kester Salada de Frutas 120ml,287.0,15,Lativax Lactulose Kester Salada De Frutas
"Galvus Met 50Mg + 850Mg, Caixa Com 56 Comprimidos Revestidos",287.0,15,Galvus Met
Secnidazol 1000mg 4 Comprimidos Medley Genérico,287.0,13,Secnidazol Medley Genérico
"Aradois H 50 12,5mg com 60 comprimidos",287.0,13,Aradois H 50 12 Com
"Nimesulida Eurofarma 100mg, caixa com 12 comprimidos",287.0,12,Nimesulida Eurofarma
"Allegra 120mg, caixa com 10 comprimidos revestidos",287.0,12,Allegra
PraKalmar 210mg Aspen com 20 comprimidos,287.0,13,Prakalmar Aspen Com
Esomeprazol Magnésico Tri-Hidratado 40mg 28 comprimidos EMS Genérico,287.0,12,Esomeprazol Magnésico Tri Hidratado Ems Genérico
"Tansulosina 0,4 Mg 30 Comprimidos Euro",287.0,13,Tansulosina 0 Euro
"Naridrin Jet 9Mg Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Nasal",287.0,12,Naridrin Jet Ml
"Aerolin 2mg, caixa com 20 comprimidos",287.0,12,Aerolin
Alivik Bravir 40g,287.0,14,Alivik Bravir
"Atensina 100mg, Caixa com 30 comprimidos",287.0,13,Atensina
"Gazia 40Mg, Caixa Com 28 Comprimidos Revestidos De Liberacao Retardada",287.0,13,Gazia
