Produto Original,Total Unidades,Frequencia,Termo de Busca
Mesidox 2mg 30 comprimidos,255.0,13,Mesidox
Acertanlo 7mg + 5mg 30 comprimidos,255.0,14,Acertanlo
Pastilhas Vick Drops Sabor Artificial de Laranja 10g,255.0,12,Pastilhas Vick Drops Sabor Artificial De Laranja
Beneum 300mg 30 comprimidos revestidos,255.0,13,Beneum Revestidos
Holmes H 40mg + 25mg 30 comprimidos,255.0,14,Holmes H
Epitegel 50mg/g Gel Oftálmico 10g,255.0,13,Epitegel G Gel Oftálmico
Neutrofer 150mg 30 comprimidos revestidos,255.0,12,Neutrofer Revestidos
Floratil 200mg 6 envelopes com 1g cada,254.0,14,Floratil Com Cada
"Elpenzo 10mg, 30 Comprimidos Revestidos",254.0,12,Elpenzo Revestidos
Solução Nasal Naridrin 15ml,254.0,15,Solução Nasal Naridrin
"Microvlar 0,15mg + 0,03mg 21 drágeas",254.0,12,Microvlar 0 0
Alivium GC 200mg/ml Sabor Tutti Frutti 20ml,254.0,12,Alivium Gc Ml Sabor Tutti Frutti
"Therapsor 0,5mg/ml Solução Capilar 25ml",254.0,12,Therapsor 0 Ml Solução Capilar
Isoflavine 150mg 30 comprimidos,254.0,12,Isoflavine
"Concárdio 2,5mg 30 comprimidos revestidos",253.0,12,Concárdio 2 Revestidos
Suplemento para Gestantes Regenesis Premium 60 Cápsulas Moles,253.0,12,Suplemento Para Gestantes Regenesis Premium Moles
Vitamina D3 50.000UI Althaia 10 Cápsulas Moles,253.0,13,Vitamina D3 50 000Ui Althaia Moles
Allestra 30 75mcg + 30mcg 21 comprimidos,253.0,13,Allestra 30
Tyflen 200mg/ml 15ml,253.0,13,Tyflen Ml
"Ivevi 2,5mg 28 comprimidos revestidos",253.0,14,Ivevi 2 Revestidos
Librene Diu Cobre e Prata Tamanho Mini TCU380AG,253.0,13,Librene Diu Cobre E Prata Tamanho Mini Tcu380Ag
Triazol 150mg 4 cápsula,253.0,12,Triazol
Inzelm 10mg 30 comprimidos revestidos,253.0,15,Inzelm Revestidos
Lavagem Nasal Nasoar XT 15 sachês + frasco aplicador,253.0,13,Lavagem Nasal Nasoar Xt 15 Sachês Frasco Aplicador
Cizax 5mg 10 comprimidos,253.0,14,Cizax
"Neosoro 0,5mg/ml 30ml",253.0,13,Neosoro 0 Ml
Daflon Flex 1000mg FFPM 30 envelopes,252.0,12,Daflon Flex Ffpm
"Moment 0,25mg/g Creme 50g",252.0,13,Moment 0 G Creme
Betnovate 1mg/g Creme Dermatológico 30g,252.0,13,Betnovate G Creme Dermatológico
Humulin R 1000UI 10ml,252.0,12,Humulin R 1000Ui
Diamicron MR 30mg 60 comprimidos de liberação prolongada,252.0,12,Diamicron Mr De Liberação Prolongada
Desalex 5mg 10 comprimidos revestidos,252.0,13,Desalex Revestidos
Xarope Desalex 60ml,252.0,13,Xarope Desalex
Orlistate 120mg Prati 42 cápsulas duras,252.0,14,Orlistate Prati Duras
Lipidil 200mg 30 cápsulas,252.0,13,Lipidil
Fibras Tamarine Kids Sabor Morango 240ml,252.0,13,Fibras Tamarine Kids Sabor Morango
Pepsamar 230mg Sabor Menta 50 comprimidos mastigáveis,252.0,12,Pepsamar Sabor Menta Mastigáveis
Diurix 25mg 30 comprimidos,252.0,14,Diurix
Liposic Gel Oftálmico Estério 10g,252.0,13,Liposic Gel Oftálmico Estério
Stanglit 45mg 30 comprimidos,251.0,14,Stanglit
Advantan 1mg/ml Solução Capilar 20ml,251.0,13,Advantan Ml Solução Capilar
Allexofedrin 180mg 10 comprimidos revestidos,251.0,13,Allexofedrin Revestidos
"Fluidificante e Descongestionante Nasal Narix Spray 0,9% 50ml",251.0,13,Fluidificante E Descongestionante Nasal Narix Spray 0 9
"Descongestionante Nasal Salsep Jet Kids 0,9% Spray Jato Contínuo 100ml",251.0,12,Descongestionante Nasal Salsep Jet Kids 0 9 Spray Jato Contínuo
Brasart HCT 320mg + 25mg 30 comprimidos revestidos,251.0,12,Brasart Hct Revestidos
"Neutrofer Fólico 250mg/ml + 0,2mg/ml Gotas 30ml",251.0,14,Neutrofer Fólico Ml 0 Ml Gotas
Micardis HCT 80mg + 25mg 30 comprimidos,251.0,13,Micardis Hct
Holmes 20mg 30 comprimidos revestidos,251.0,15,Holmes Revestidos
Xarope Expec Sabor Framboesa e Caramelo 120ml,251.0,12,Xarope Expec Sabor Framboesa E Caramelo
Protetor Ocular Nexcare Pequeno 20un,251.0,13,Protetor Ocular Nexcare Pequeno 20Un
Meclin Jet 25mg 10 comprimidos mastigáveis,251.0,13,Meclin Jet Mastigáveis
Lisador Dip 1g 4 comprimidos,251.0,12,Lisador Dip
"Level 0,10mg + 0,02mg 63 comprimidos revestidos",251.0,13,Level 0 0 Revestidos
Saxenda 6mg/ml 3 carpules com 3ml + 3 sistemas de aplicação,250.0,12,Saxenda Ml 3 Carpules Com 3 Sistemas De Aplicação
Penvir 125mg 10 comprimidos revestidos,250.0,15,Penvir Revestidos
Xarope Bisolvon 8mg/5ml Adulto Sabor Cereja 120ml,250.0,13,Xarope Bisolvon Adulto Sabor Cereja
Kalist 2mg 28 comprimidos,250.0,12,Kalist
Alurax 2mg 30 Comprimidos,250.0,14,Alurax
"Benicar Triplo 20mg/12,5mg/5mg 30 comprimidos revestidos",250.0,13,Benicar Triplo 12 Revestidos
"Biconcor 5 5mg + 6,25mg 30 comprimidos revestidos",250.0,14,Biconcor 5 6 Revestidos
Perlatte 9.000 fcc 10 comprimidos,250.0,13,Perlatte 9 000 Fcc
Naprix 10 mg 30 comprimidos,249.0,14,Naprix
"Yaz Flex 3mg + 0,02mg 30 comprimidos revestidos",249.0,13,Yaz Flex 0 Revestidos
Noripurum 50mg/ml Gotas 30ml,249.0,13,Noripurum Ml Gotas
Betaprospan 5mg/ml 2mg/ml Suspenção Injetável 1 ampola 1ml + seringa + agulha,249.0,12,Betaprospan Ml Ml Suspenção Injetável 1 Ampola Seringa Agulha
"Diprosalic 0,5mg/g + 30mg/g Pomada Dermatológica 30g",249.0,13,Diprosalic 0 G G Pomada Dermatológica
Diovan Amlo Fix 320mg + 5mg 28 comprimidos revestidos,249.0,12,Diovan Amlo Fix Revestidos
Trezete 20mg + 10mg 30 Comprimidos Revestidos,249.0,12,Trezete Revestidos
Xarope Ambrol Pediátrico Sabor Framboesa e Baunilha 100ml,249.0,12,Xarope Ambrol Pediátrico Sabor Framboesa E Baunilha
"Nuvaring 11,7mg + 2,7mg 1 sachê com 1 anel de uso ginecológico",249.0,12,Nuvaring 11 2 1 Sachê Com 1 Anel De Uso Ginecológico
Levoid 38mcg 30 comprimidos,248.0,12,Levoid
Puran T4 112mcg 30 comprimidos,248.0,13,Puran T4
Zetia 10mg 30 comprimidos,248.0,13,Zetia
Ibuflex 400mg Legrand 8 cápsulas gelatinosas moles,248.0,13,Ibuflex Legrand Gelatinosas Moles
"Flogoral 1,5mg/ml Sabor Menta 150ml",248.0,12,Flogoral 1 Ml Sabor Menta
Xarope Benetosse 15mg/ml Sabor Cereja 100ml,248.0,12,Xarope Benetosse Ml Sabor Cereja
"Etna 2,5mg + 1,5mg + 1,0mg 20 cápsulas",248.0,13,Etna 2 1 1
Clinfar 10mg 30 comprimidos revestidos,248.0,12,Clinfar Revestidos
Embo 5mg 20 comprimidos revestidos,248.0,13,Embo Revestidos
Suplemento Hidroeletrolítico Hidrali 45 Laranja 500ml,248.0,14,Suplemento Hidroeletrolítico Hidrali Aranja
"Elani 28 3mg + 0,03mg 84 comprimidos revestidos",247.0,13,Elani 28 0 Revestidos
Vaslip 20mg 30 comprimidos revestidos,247.0,13,Vaslip Revestidos
"Vitacid 0,5mg/g Creme 25g",247.0,13,Vitacid 0 G Creme
Pastilha Ciflogex Sabor Cereja 12un,247.0,13,Pastilha Ciflogex Sabor Cereja 12Un
Renitec 20mg 30 comprimidos,247.0,13,Renitec
Bioginkgo 80mg 45 comprimidos,247.0,13,Bioginkgo
Bye Bad 4 cápsulas,247.0,15,Bye Bad
Suplemento Alimentar Probid 15 Cápsulas,247.0,14,Suplemento Alimentar Probid
Omenax 20mg 56 cápsulas gelatinosas duras,247.0,12,Omenax Gelatinosas Duras
Migraliv 12 comprimidos,247.0,13,Migraliv
"Exforge HCT 160mg + 12,5mg + 10mg 28 comprimidos revestidos",246.0,12,Exforge Hct 12 Revestidos
"Clexane 20mg/0,2ml 2 seringas pré-enchidas de 0,2ml com sistema de segurança",246.0,13,Clexane 0 2 Seringas Pré Enchidas De 0 Com Sistema De Segurança
Spray Nasal Aquoso Nasonex 60 doses 9ml,246.0,12,Spray Nasal Aquoso Nasonex 60 Doses
Ogestan Pré 30 cápsulas,246.0,12,Ogestan Pré
Leite de Magnésia 80mg/ml Sabor Hortelã 120ml,246.0,14,Leite De Magnésia Ml Sabor Hortelã
"Óleo Sachet Pielsana 7,5cm X 7,5cm 3ml",246.0,13,Óleo Sachet Pielsana 7 5Cm X 7 5Cm
Suplemento Vitamínico Vitergan Zinco 30 comprimidos revestidos,246.0,13,Suplemento Vitamínico Vitergan Zinco Revestidos
Prelone 3mg/ml Sabor Cereja 120ml + 1 pipeta dosadora,246.0,12,Prelone Ml Sabor Cereja 1 Pipeta Dosadora
Creme Dermatológico Cetobeta 30g,246.0,13,Creme Dermatológico Cetobeta
Zetsim 10mg + 20mg 30 comprimidos,246.0,13,Zetsim
Betnovate N 1mg/g + 5mg/g Pomada Dermatológica 30g,245.0,15,Betnovate N G G Pomada Dermatológica
"Broncho - Vaxom 3,5mg 30 sachês de granulado",245.0,14,Broncho Vaxom 3 30 Sachês De Granulado
"Fluidificante e Descongestionante Nasal Rinosoro Jet 0,9% 100ml",245.0,12,Fluidificante E Descongestionante Nasal Rinosoro Jet 0 9
Vabam 10mg 30 comprimidos revestidos,245.0,13,Vabam Revestidos
Pastilha Ciflogex Diet Sabor Menta e Limão 12un,245.0,13,Pastilha Ciflogex Diet Sabor Menta E Limão 12Un
Pílulas de Lussen 20mg + 10mg + 10mg + 30mg + 8mg 36 comprimidos revestidos,244.0,14,Pílulas De Lussen Revestidos
Imunoglucan DS 60 cápsulas,244.0,12,Imunoglucan Ds
Leiba Sabor Laranja 6 Sachês de 4g cada,244.0,13,Leiba Sabor Laranja 6 Sachês De Cada
Laxante Phosfoenema 130ml,244.0,12,Laxante Phosfoenema
Xarope Melagrião 150ml,244.0,12,Xarope Melagrião
Differin 3mg/g Gel 30g,244.0,12,Differin G Gel
Cistitemed 30 comprimidos,244.0,13,Cistitemed
"Picoprep 10mg + 3,5g + 12g 2 sachês com 16,1g cada Sabor Laranja",244.0,12,Picoprep 3 2 Sachês Com 16 Cada Sabor Laranja
Betnovate N 1mg/g + 5mg/g Creme Dermatológica 30g,244.0,12,Betnovate N G G Creme Dermatológica
Kit Solução para Lentes Bio Soak Olhos Sensíveis 360ml+120ml + Estojo para Lentes,244.0,14,Kit Solução Para Lentes Bio Soak Olhos Sensíveis Estojo Para Lentes
Salicetil Infantil 100mg 10 comprimidos,244.0,13,Salicetil Infantil
Esomex 20mg 28 comprimidos revestidos,243.0,14,Esomex Revestidos
Doxaprost 2mg 30 comprimidos,243.0,12,Doxaprost
Exforge HCT 320mg + 25mg + 10mg 28 comprimidos revestidos,243.0,13,Exforge Hct Revestidos
Tanderalgin 30 comprimidos,243.0,12,Tanderalgin
Fumasil 60 Comprimidos Orodispersíveis,243.0,12,Fumasil Orodispersíveis
Albocresil 360mg/g Solução Concentrada 12ml,243.0,13,Albocresil G Solução Concentrada
Parkidopa 250mg + 25mg 30 comprimidos,243.0,13,Parkidopa
Concárdio 5mg 30 comprimidos revestidos,243.0,12,Concárdio Revestidos
Sal de Frutas Eno Limão 100g,243.0,12,Sal De Frutas Eno Limão
Fostair 100/6mcg Suspensão Aerossol 120 doses 8ml,243.0,13,Fostair 100 Suspensão Aerossol 120 Doses
Vitamina D3 Addera D3 50.000UI 4 cápsulas moles,243.0,14,Vitamina D3 Addera D3 50 000Ui Moles
Vitamina D3 Addera D3 10.000UI 4 Cápsulas Moles,242.0,13,Vitamina D3 Addera D3 10 000Ui Moles
Lomecan 2% Creme Vaginal com 3 aplicadores descartáveis 20g,242.0,13,Lomecan 2 Creme Vaginal Com 3 Aplicadores Descartáveis
"INIBINA - 10mg, 20 comprimidos",242.0,14,Inibina
"Solução Nasal Sorine 0,5mg/ml 30ml",242.0,14,Solução Nasal Sorine 0 Ml
Triazol 150mg 2 cápsulas,242.0,13,Triazol
Zinpass EZE 10mg + 10mg 30 comprimidos revestidos,242.0,13,Zinpass Eze Revestidos
Magnopyrol 500mg/ml Gotas 10ml,242.0,13,Magnopyrol Ml Gotas
Entresto 24mg + 26mg 28 comprimidos revestidos,241.0,17,Entresto Revestidos
Alivium 400mg 8 cápsulas líquidas,241.0,13,Alivium Líquidas
Oxipelle 10mg/ml Solução Tópica 20ml,241.0,12,Oxipelle Ml Solução Tópica
Broncho - Vaxom 7mg 30 cápsulas,241.0,14,Broncho Vaxom
Vitamina D3 Addera D3 7.000UI 4 cápsulas moles,241.0,13,Vitamina D3 Addera D3 7 000Ui Moles
Protetor Ocular Oftam Grande Bege 20un,241.0,13,Protetor Ocular Oftam Grande Bege 20Un
Naldecon Multi 4 comprimidos,241.0,15,Naldecon Multi
Cimegripe Dia 12 comprimidos,240.0,12,Cimegripe Dia
Clifemin 160mg 30 comprimidos,240.0,13,Clifemin
"Hyaludermin 0,2% Creme Uso Dermatologico 10g",240.0,14,Hyaludermin 0 2 Creme Uso Dermatologico
Bhena 5mg 30 comprimidos revestidos,240.0,13,Bhena Revestidos
"Marevan 7,5mg 30 comprimidos",240.0,14,Marevan 7
Gracial 25mcg + 40mcg +125mcg + 30mcg 22 comprimidos,240.0,13,Gracial
Daflon 500mg FFPM 30 comprimidos revestidos,240.0,12,Daflon Ffpm Revestidos
Daflon 500mg FFPM 60 comprimidos revestidos,240.0,12,Daflon Ffpm Revestidos
Analgésico Dorflex 36 comprimidos,240.0,14,Analgésico Dorflex
Flogoral 3mg Pastilhas Sabor Laranja 12un,240.0,12,Flogoral Pastilhas Sabor Laranja 12Un
Tâmisa 30 75mcg + 30mcg 63 drágeas,240.0,12,Tâmisa 30
"Zomig OD 2,5mg 2 comprimidos orodispersíveis",239.0,13,Zomig Od 2 Orodispersíveis
Oximax 400mcg Refil 30 cápsulas de pó para inalação,239.0,12,Oximax Refil De Pó Para Inalação
Pomada Dermatológica Nebacimed 50g,239.0,14,Pomada Dermatológica Nebacimed
"Bramicar HCT 80mg + 12,5mg 30 comprimidos",239.0,13,Bramicar Hct 12
"Psorex 0,5mg/g Creme Dermatológico 30g",239.0,14,Psorex 0 G Creme Dermatológico
Lidogel 20mg/g Neo Química Geleia 2% 30g,239.0,15,Lidogel G Neo Química Geleia 2
Buscofem 400mg 2 cápsulas,239.0,13,Buscofem
Cimegripe Dor e Febre 750mg 20 comprimidos,239.0,16,Cimegripe Dor E Febre
Gynopac 2 comprimidos + Creme Ginecológico 35g + 7 aplicadores,239.0,14,Gynopac Creme Ginecológico 7 Aplicadores
Glifage XR 500mg 30 comprimidos de liberação prolongada,239.0,15,Glifage Xr De Liberação Prolongada
Ebastel 10mg 10 comprimidos,239.0,12,Ebastel
Vertizine D - 10mg + 3mg 20 comprimidos,238.0,12,Vertizine D
BenicarAnlo 40mg/5mg 30 comprimidos revestidos,238.0,12,Benicaranlo Revestidos
Demedrox 150mg/ml Suspensão Injetável 1 seringa + 1agulha,238.0,12,Demedrox Ml Suspensão Injetável 1 Seringa 1Agulha
Óleo de Rícino ADV Farma 30ml,238.0,13,Óleo De Rícino Adv Farma
Puran T4 100mcg 30 comprimidos,238.0,13,Puran T4
NovaCort Pomada 30g,238.0,14,Novacort Pomada
Previgrip Weleda 20g,238.0,13,Previgrip Weleda
Embo 5mg 60 comprimidos revestidos,238.0,12,Embo Revestidos
Lixiana 60mg 30 Comprimidos Revestidos,238.0,13,Lixiana Revestidos
Impere 5mg 30 comprimidos revestidos,238.0,13,Impere Revestidos
Vonau Flash 4mg Biolab 10 comprimidos de desintegração oral,237.0,15,Vonau Flash Biolab De Desintegração Oral
Prolopa BD 100/25mg 30 comprimidos,237.0,12,Prolopa Bd 100
Beclosol 50mcg/mg Spray Nasal Aquoso com 200 doses 24ml,237.0,13,Beclosol Mg Spray Nasal Aquoso Com 200 Doses
Neutrofer 250mg/ml Gotas 30ml,237.0,12,Neutrofer Ml Gotas
Citoneurin 5.000 20 drágeas,237.0,12,Citoneurin 5 000
"Solução Oftálmica Maxibell 0,5mg/m + 4mg/ml 10ml",237.0,12,Solução Oftálmica Maxibell 0 M Ml
Loção Oleosa Dersani 100ml,237.0,12,Loção Oleosa Dersani
"Lotar 2,5mg + 50mg 30 cápsulas",237.0,13,Lotar 2
"Elani Ciclo 3mg + 0,03mg 63 comprimidos revestidos",237.0,14,Elani Ciclo 0 Revestidos
Lactosil Flora 30 cápsulas,237.0,12,Lactosil Flora
Doxuran 2mg 30 comprimidos,237.0,12,Doxuran
Analgésico Advil 400mg 8 cápsulas líquidas,237.0,13,Analgésico Advil Líquidas
Magnésia Bisurada Sabor Menta 10 pastilhas,237.0,12,Magnésia Bisurada Sabor Menta 10 Pastilhas
Benicar 20mg 30 comprimidos revestidos,236.0,12,Benicar Revestidos
"Iziz 2,5mg + 1,5mg 84 Comprimidos Revestidos",236.0,13,Iziz 2 1 Revestidos
Dacxi 15mg 28 comprimidos revestidos,236.0,12,Dacxi Revestidos
Aradois 50mg 30 comprimidos revestidos,236.0,14,Aradois Revestidos
Citalor 20mg 30 comprimidos revestidos,236.0,12,Citalor Revestidos
Plenance 10mg 90 comprimidos revestidos,236.0,13,Plenance Revestidos
"VASOPRIL PLUS - 10mg + 25mg, 60 comprimidos",236.0,13,Vasopril Plus
Inilok 40mg Apsen 60 comprimidos,235.0,14,Inilok Apsen
Buscopan Gotas 10mg 20ml,235.0,14,Buscopan Gotas
AAS Infantil 100mg com 120 comprimidos,235.0,14,Aas Infantil Com
"Fluidificante e Descongestionante Nasal Rinosoro Gotas 0,9% 30ml",235.0,13,Fluidificante E Descongestionante Nasal Rinosoro Gotas 0 9
Pomada Dermatológico Cetobeta 30g,235.0,15,Pomada Dermatológico Cetobeta
Picbam 5mg 20 comprimidos revestidos,234.0,13,Picbam Revestidos
"Flogoral 1,5mg/ml Spray Sabor Cereja 30ml",234.0,12,Flogoral 1 Ml Spray Sabor Cereja
"ALTIVA - 120mg, 10 comprimidos",234.0,14,Altiva
Artrosil 160mg 10 cápsulas duras de liberação prolongada,234.0,13,Artrosil Duras De Liberação Prolongada
Retemic UD 10mg 30 comprimidos de liberação controlada,234.0,13,Retemic Ud De Liberação Controlada
Suplemento Vitamínico Caldê 60 comprimidos mastigáveis,234.0,14,Suplemento Vitamínico Caldê Mastigáveis
Benicar 40mg 30 comprimidos revestidos,234.0,14,Benicar Revestidos
Mitrul 15mg 10 cápsulas gelatinosas duras de liberação prolongada,234.0,12,Mitrul Gelatinosas Duras De Liberação Prolongada
Digeplus 7mg + 40mg + 50mg Aché 30 Cápsulas,234.0,12,Digeplus Aché
Suplemento Hidroeletrolítico Pedialyte Max Morango 500ml,234.0,13,Suplemento Hidroeletrolítico Pedialyte Max Morango
Mirador 1g 10 comprimidos,233.0,12,Mirador
Gel de tratamento Antiacne Dermotivin Benzac 10% 60g,233.0,13,Gel De Tratamento Antiacne Dermotivin Benzac 10
Suplemento Alimentar Calcitran Triflex 30 comprimidos,233.0,14,Suplemento Alimentar Calcitran Triflex
Micolamina 10mg/ml Loção Spray 50ml,233.0,13,Micolamina Ml Loção Spray
Analgésico Calminex Ice Aerossol 60g,233.0,12,Analgésico Calminex Ice Aerossol
Zior 250mg 28 comprimidos,233.0,13,Zior
Feldene SL 20mg 10 comprimidos de dissolução instantânea,233.0,12,Feldene Sl De Dissolução Instantânea
Olmecor 20mg 60 comprimidos revestidos,233.0,13,Olmecor Revestidos
"Bramicar HCT 80mg + 12,5mg 60 comprimidos",233.0,14,Bramicar Hct 12
Novorapid Flexpen 100U/ml 1 carpule com 3ml + 1 sistema de aplicação,233.0,12,Novorapid Flexpen 100U Ml 1 Carpule Com 1 Sistema De Aplicação
Aldomet 500mg 30 comprimidos revestidos,232.0,13,Aldomet Revestidos
Vitamina D Cimed 7.000UI 8 Comprimidos,232.0,13,Vitamina D Cimed 7 000Ui
Pantogar Biolab 90 Cápsulas,232.0,12,Pantogar Biolab
"Decadron 0,75mg 20 comprimidos",232.0,12,Decadron 0
"Solução Oftálmica Still 0,1% 5ml",232.0,12,Solução Oftálmica Still 0 1
Nevrix 100mg + 100mg + 5000mcg 20 comprimidos revestidos,232.0,14,Nevrix Revestidos
Meritor 2mg + 1000mg 30 comprimidos revestidos,232.0,12,Meritor Revestidos
Prelone 20mg 10 comprimidos,231.0,12,Prelone
"Iruxol Mono 1,2U Pomada 30g",231.0,14,Iruxol Mono 1 2U Pomada
Betadine 24mg 60 comprimidos,231.0,13,Betadine
Permear 300mg 20 comprimidos revestidos,230.0,12,Permear Revestidos
Feldene 20mg 10 cápsulas,230.0,12,Feldene
"Nesina 12,5mg 30 comprimidos revestidos",230.0,12,Nesina 12 Revestidos
Fentizol 20mg/ml Spray 30ml,230.0,14,Fentizol Ml Spray
Xarope Ambrol Sabor Pêssego e Baunilha 100ml,230.0,13,Xarope Ambrol Sabor Pêssego E Baunilha
Pressat 5mg 30 comprimidos,230.0,12,Pressat
Suplemento Alimentar Ofolato D Fer 1000UI 30 comprimidos,230.0,12,Suplemento Alimentar Ofolato D Fer 1000Ui
Naire 20mg 15 comprimidos,230.0,13,Naire
Xarope Clopê Sabor Coco 120ml,230.0,12,Xarope Clopê Sabor Coco
Melagrião Própolis e Gengibre Spray Sabor Menta 30ml,229.0,12,Melagrião Própolis E Gengibre Spray Sabor Menta
"SPORANOX - 100mg, 15 cápsulas gelatinosas",229.0,12,Sporanox Gelatinosas
Ebatz 2mg 30 comprimidos revestidos,229.0,13,Ebatz Revestidos
Fenazic 15mg 30 comprimidos revestidos de liberação prolongada,229.0,13,Fenazic Revestidos De Liberação Prolongada
Adesivos Salonpas Grande 2un,229.0,14,Adesivos Salonpas Grande 2Un
Fluir 12mcg 30 cápsulas de uso inalatório por via oral,229.0,12,Fluir De Uso Inalatório Por Via Oral
"Solução Oftálmica Alphagan 0,2% 5ml",228.0,12,Solução Oftálmica Alphagan 0 2
Musculare 10mg 15 comprimidos revestidos,228.0,12,Musculare Revestidos
Livalo 2mg 60 comprimidos revestidos,228.0,12,Livalo Revestidos
DERMOMAX - 40mg/g 1 bisnaga com 30g de creme de uso dermatológico,228.0,13,Dermomax G 1 Bisnaga Com De Creme De Uso Dermatológico
Neosaldina Dip 1g 10 comprimidos,228.0,13,Neosaldina Dip
Dramin B6 30 comprimidos revestidos,228.0,12,Dramin B6 Revestidos
Sinudoron Weleda 80 comprimidos,228.0,14,Sinudoron Weleda
Triquilar 21 drágeas,228.0,16,Triquilar
Antiácido Mylanta Plus Sabor Menta 240ml,227.0,12,Antiácido Mylanta Plus Sabor Menta
Analgésico Advil Mulher 400mg 2 Cápsulas Líquidas,227.0,12,Analgésico Advil Mulher Líquidas
Sumax 25mg 6 comprimidos revstidos,227.0,13,Sumax Revstidos
Suplemento Alimentar Calcitran MDK Sabor Menta 30 comprimidos mastigáveis,227.0,13,Suplemento Alimentar Calcitran Mdk Sabor Menta Mastigáveis
Protetor Ocular Estéril Sancare Tamanho G 10 unidades,227.0,12,Protetor Ocular Estéril Sancare Tamanho G
Ablok 50mg 30 comprimidos,227.0,12,Ablok
Solução para Lentes Rígidas Boston Simplus Multiação 120ml,227.0,12,Solução Para Lentes Rígidas Boston Simplus Multiação
Dienogeste 2mg EMS 30 comprimidos,226.0,13,Dienogeste Ems
Divena 40mg 30 comprimidos,226.0,12,Divena
Tylenol 750mg 4 comprimidos revestidos,226.0,12,Tylenol Revestidos
Desalex 5mg 30 comprimidos revestidos,226.0,12,Desalex Revestidos
Fluidificante e Descongestionante Nasal Neosoro Infantil 30ml,226.0,13,Fluidificante E Descongestionante Nasal Neosoro Infantil
Lacto-Leve Sem Sabor 120ml,226.0,13,Lacto Leve Sem Sabor
Sal de Frutas Eno Abacaxi 100g,225.0,12,Sal De Frutas Eno Abacaxi
Azelan Gel 150mg/g 30g,225.0,13,Azelan Gel G
"Avicis 0,25mg/ml Solução Capilar 100ml",225.0,12,Avicis 0 Ml Solução Capilar
Suplemento Vitamínico Neutrofer Poli 30ml,225.0,13,Suplemento Vitamínico Neutrofer Poli
"Trok-N 20mg/g + 0,64mg/g + 2,5mg/g Creme 30g",225.0,12,Trok N G 0 G 2 G Creme
Roxflan 10mg 30 comprimidos,225.0,12,Roxflan
"Atacand HCT 8mg + 12,5mg 30 comprimidos",225.0,12,Atacand Hct 12
"Flutivate 0,5mg/g Creme 15g",225.0,12,Flutivate 0 G Creme
Seebri 50mcg 30 cápsulas com pó para inalação + 1 inalador,225.0,13,Seebri Com Pó Para Inalação 1 Inalador
Doxuran 4mg 30 comprimidos,224.0,14,Doxuran
Inilok 40mg Apsen 30 Comprimidos,224.0,13,Inilok Apsen
"Clob - X 0,5mg/g Creme Dermatológico 30g",224.0,12,Clob X 0 G Creme Dermatológico
Artrosil 160mg 20 cápsulas duras de liberação prolongada,224.0,14,Artrosil Duras De Liberação Prolongada
"Puran T4 62,5mcg 30 comprimidos",224.0,13,Puran T4 62
Solução Multiuso Renu Fresh 355ml + 120ml + Estojo para Lentes,223.0,13,Solução Multiuso Renu Fresh Estojo Para Lentes
Micardis Anlo 40mg + 5mg 30 comprimidos,223.0,14,Micardis Anlo
Sumax 25mg 4 comprimidos revestidos,223.0,14,Sumax Revestidos
Nuromol 200mg + 500mg 6 comprimidos revestidos,223.0,13,Nuromol Revestidos
Penvir Lábia 10mg/g Creme Dermatológico 5g,223.0,13,Penvir Lábia G Creme Dermatológico
Betaserc 24mg 60 comprimidos,222.0,12,Betaserc
Voltaren Retard 100mg 10 comprimidos  revestidos de liberação prolongada,222.0,14,Voltaren Retard Revestidos De Liberação Prolongada
Suplemento Alimentar Althaia Vitamina D3 2.000UI 30 cápsulas gel,222.0,13,Suplemento Alimentar Althaia Vitamina D3 2 000Ui Gel
Primolut-Nor 10mg 30 comprimidos,222.0,12,Primolut Nor
Ritmoneuran RTM 20 Cápsulas,222.0,12,Ritmoneuran Rtm
Dorilen 12 comprimidos,222.0,12,Dorilen
Probiótico ZincoPro Marjan Farma 30 cápsulas,222.0,12,Probiótico Zincopro Marjan Farma
Litocit 1080mg 60 comprimidos de liberação prolongada,222.0,14,Litocit De Liberação Prolongada
Imuran 50mg 50 comprimidos revestidos,222.0,15,Imuran Revestidos
Suplemento Alimentar Neutrofer Folato D 90 comprimidos revestidos,222.0,12,Suplemento Alimentar Neutrofer Folato D Revestidos
Bicarbonato de Sódio ADV 100g,221.0,13,Bicarbonato De Sódio Adv
Androsten UNO 280mg 15 comprimidos revestidos,221.0,14,Androsten Uno Revestidos
Xarope Dexmine 120ml,221.0,14,Xarope Dexmine
Suplemento Alimentar de Vitamina D Inpruv D 1.000UI 30 comprimidos mastigáveis,220.0,13,Suplemento Alimentar De Vitamina D Inpruv D 1 000Ui Mastigáveis
Vitamina D3 Addera D3 10.000UI 10 comprimidos revestidos,220.0,12,Vitamina D3 Addera D3 10 000Ui Revestidos
DPrev 2.000UI 60 comprimidos revestidos,220.0,14,Dprev 2 000Ui Revestidos
Venalot 15mg + 90mg 30 drágeas,219.0,14,Venalot
"Versa 40mg/0,4ml Solução Injetável 6 seringas com 0,4ml com sistema de segurança",219.0,12,Versa 0 Solução Injetável 6 Seringas Com 0 Com Sistema De Segurança
